app_id,property_id,app_date,employment_status,income,credit_score,previously_evicted,has_cosigner,approval_status,premium,monthly_rent,tenants,notes
0086395,00805,10/21/2022,Full-Time,179372,367,No,TRUE,Approved,1257.3,1905,4,n/a
0086589,00384,08/06/2021,Student,31675,760,Yes,Yes,Pending,4969.38,6371,5,.
0088929,01531,"February 08, 2020",Full-Time,208788,618,No,TRUE,Approved,1610.7,2065,2,n/a
0089319,00329,"June 26, 2022",Contract,153876,733,Yes,false,Approved,1874.4,2840,3,"docs expired"
0091589,01600,12/11/2021,Unemployed,163765,,No,yes,Pending,1850.94,2373,2,"Referred by agent."
0093901,00506,12/09/2023,Part-Time,45964,608,No,no,Approved,1315.08,1686,3,"Renewal case."
0097465,00493,07/09/2021,Self-Employed,154533,537,Yes,yes,Pending,6987.12,8318,3,
0098074,00160,21/04/2023,Self-Employed,40504,781,No,no,Denied,894.6,1065,3,"Applicant provided pay stubs."
0098331,00599,2022-05-19,Retired,286252,672,No,false,Approved,923.34,1399,2,"Referred by agent."
0098763,01094,08/22/2020,Part-Time,85053,711,No,0,Denied,1433.88,1707,2,"Applicant provided pay stubs."
0099221,01237,03-24-2021,Full-Time,164591,814,No,,Approved,932.88,1196,4,N/A
0099521,01451,2021-08-06,Retired,164566,681,No,yes,Denied,3500.28,4167,1,"Applicant provided pay stubs."
0101283,01067,04/19/2022,Contract,123836,691,Yes,1,Denied,1911.36,2896,3,n/a
0102129,00020,12-04-2022,Full-Time,39954,605,No,yes,Denied,4233.6,5040,4,"Referred by agent."
0102888,01448,01-17-2024,Self-Employed,21282,709,Yes,,Denied,1903.44,2884,5,"Renewal case."
0103039,00145,2021-03-21,Unemployed,184496,830,Yes,false,Approved,520.8,868,4,.
0104681,00031,03-18-2021,Part-Time,59925,,No,TRUE,"Under Review",3008.88,3582,1,"docs expired"
0108314,01242,31/10/2024,Student,253626,825,No,Y,Denied,3026.52,3603,3,"Missing bank statements."
0110697,01725,09-10-2021,Self-Employed,254073,799,No,yes,Approved,8069.76,8406,3,"Renewal case."
0111153,00043,2024-08-05,Self-Employed,63750,609,No,yes,Approved,2569.32,3294,1,N/A
0112052,01495,2021-09-19,Self-Employed,87224,633,No,Y,Approved,4537.26,5817,5,"Applicant provided pay stubs."
0113063,00004,22/12/2024,Self-Employed,51665,,No,FALSE,"Under Review",1454.04,1731,5,n/a
0113191,01565,07/04/2022,Retired,197044,,No,false,Approved,3370.08,4012,2,"Missing bank statements."
0113530,01024,2024-11-29,Full-Time,222537,653,Yes,FALSE,Approved,953.04,1444,2,"Applicant provided pay stubs."
0113555,00011,31/01/2020,Self-Employed,21950,835,No,TRUE,"Under Review",3956.7,5995,4,
0117487,01229,12-25-2022,Retired,234431,832,No,0,Pending,6237,9450,2,
0118720,01048,"August 02, 2021",Self-Employed,318849,778,No,No,Denied,4804.8,8008,3,"docs expired"
0120737,00193,01/04/2022,Full-Time,169945,811,No,1,"under review",1707.42,2189,3,"Flagged for manual review."
0125960,00650,09/03/2020,Full-Time,136835,725,No,0,Denied,1384.5,1775,2,"Missing bank statements."
0126094,01447,22/07/2023,Contract,197756,778,No,Y,Approved,1154.88,1203,4,"Renewal case."
0126356,01400,15/05/2020,Contract,118769,745,No,No,Withdrawn,3766.56,4484,3,"Applicant provided pay stubs."
0126975,00572,2021-07-29,Self-Employed,213192,580,No,FALSE,"Under Review",1014,1300,3,"Flagged for manual review."
0126996,00187,,Student,137349,631,No,yes,Approved,3682.56,3836,1,"docs expired"
0128305,01368,,Full-Time,207100000,733,No,FALSE,Denied,2045.34,3099,4,n/a
0129108,00109,19/03/2020,Retired,81159,655,No,Yes,"Under Review",1184.04,1794,4,"Flagged for manual review."
0129591,01115,14/07/2021,Student,227905,651,No,false,Pending,3333.96,3969,4,N/A
0131131,01321,04-09-2024,Retired,239168,509,No,Y,Approved,2275.56,2709,3,"Flagged for manual review."
0131136,00229,06-03-2023,Full-Time,93093,401,No,No,Denied,1559.58,2363,1,"Flagged for manual review."
0132652,00218,"July 30, 2021",Contract,28471,809,No,true,Denied,2470.38,3743,2,N/A
0132917,00092,"September 18, 2020",Part-Time,67954,484,Yes,1,Approved,2086.92,3162,5,.
0133333,01253,"June 13, 2023",Self-Employed,141726,387,No,No,Approved,3552.12,5382,1,"Referred by agent."
0133448,00047,"April 23, 2022",Retired,145598,758,No,1,Pending,5220.48,5438,3,"Applicant provided pay stubs."
0133824,01788,2023-01-30,Student,101900000,661,No,N,Approved,2413.32,2873,3,"docs expired"
0135331,01373,"May 06, 2024",Part-Time,62578,701,No,FALSE,Denied,712.92,914,1,"income verified via Plaid"
0135394,00544,"February 06, 2022",Unemployed,141288,621,Yes,yes,Withdrawn,1678.2,2797,5,N/A
0136068,01487,04/14/2023,Student,228101,783,No,Yes,Denied,2588.04,3081,2,
0139268,01606,"September 26, 2022",Part-Time,291216,779,No,yes,Denied,3695.16,4399,4,"Applicant follow-up needed"
0139886,00294,"May 06, 2020",Retired,175300000,414,No,Y,"Under Review",3264,3400,1,"Co-signer pending review."
0140721,00487,2023-04-11,Student,27828,743,Yes,1,Approved,2027.76,2414,1,"Missing bank statements."
0141484,01630,26/10/2020,Student,150789,722,Yes,yes,Approved,884.52,1134,2,"Missing bank statements."
0142441,00044,08-14-2022,Unemployed,65221,,No,false,Approved,6562.92,7813,4,"Applicant provided pay stubs."
0146250,01722,01-28-2024,Part-Time,204012,595,No,false,Approved,1010.4,1684,3,
0147567,01330,"May 18, 2021",Full-Time,218954,661,No,Y,Approved,759,1265,2,"docs expired"
0147598,00116,2021-03-25,Unemployed,37154,686,No,N,Approved,3159.24,3761,1,
0149225,00626,19/11/2024,Retired,100080,726,No,true,Approved,1911.36,1991,1,n/a
0149420,01395,10-19-2024,Contract,142175,687,No,yes,Approved,2294.16,3476,5,N/A
0150507,01507,03/16/2021,Unemployed,278141,790,No,Y,Denied,2498.16,2974,3,N/A
0151498,00501,2021-02-27,Contract,46250,712,No,yes,Approved,969.54,1469,2,
0152406,00669,07/22/2023,Retired,236654,660,No,true,Pending,530.64,804,5,n/a
0152599,00827,2024-06-13,Contract,70668,794,No,FALSE,Withdrawn,2832.72,4292,2,"docs expired"
0157105,00411,07/05/2022,Full-Time,214343,719,No,Yes,Approved,979.2,1020,5,"income verified via Plaid"
0157323,00908,2021-07-22,Full-Time,125073,716,No,No,Approved,4617.6,4810,2,"Applicant follow-up needed"
0157703,00930,26/08/2024,Unemployed,206267,613,No,0,Approved,2563.08,3286,4,n/a
0157864,01791,2024-04-20,Part-Time,181970,714,No,Yes,Approved,3003,3575,1,"Referred by agent."
0159508,00549,2023-03-15,Full-Time,170052,770,Yes,false,Approved,1958.88,2968,3,"docs expired"
0160038,00934,"December 03, 2020",Part-Time,179512,685,No,Y,Approved,1213.08,1838,1,"Missing bank statements."
0160793,00503,12/15/2020,FT,129847,675,No,false,Denied,3263.52,4184,4,"Referred by agent."
0169687,00118,,Retired,46981,586,No,1,Pending,4216.8,7028,3,.
0169720,01071,04/13/2023,Self-Employed,223541,787,No,Yes,Approved,3295.68,3433,5,"docs expired"
0170238,00413,19/03/2022,Part-Time,191032,692,No,true,Approved,6230.4,6490,3,"Missing bank statements."
0170623,00840,01-30-2022,Unemployed,165418,377,No,no,Denied,2169.18,2781,1,"Referred by agent."
0172144,00760,2023-05-21,Contract,98418,700,No,true,Denied,1201.86,1821,1,
0175215,01385,04/12/2024,Retired,155826,347,Yes,0,Approved,865.2,0,1,.
0175514,00690,01-10-2021,Contract,137620,594,No,yes,Approved,1290.24,1344,3,N/A
0180649,00074,08-24-2023,Self-Employed,77600000,798,No,1,Denied,9555.84,9954,1,"Co-signer pending review."
0183217,01188,10/04/2022,Part-Time,209218,662,Yes,0,Approved,7519.2,12532,5,"Applicant follow-up needed"
0185677,00755,2021-06-04,Unemployed,268437,644,No,No,withdrawn,3675.6,6126,2,"Applicant follow-up needed"
0186316,00389,,Unemployed,19113,797,No,Y,"Under Review",4840.08,5762,3,.
0186324,01713,06-03-2022,Retired,92115,,No,FALSE,Approved,5485.92,8312,1,"docs expired"
0186643,01345,08-11-2022,Student,137004,693,Yes,no,denied,3549.84,4226,1,
0189700,00933,2023-07-20,Full-Time,223286,570,No,No,Approved,1033.2,0,1,"Flagged for manual review."
0191503,01434,"November 01, 2024",Full-Time,83961,317,No,false,Approved,6736.32,7017,3,"Flagged for manual review."
0192095,01597,01/19/2022,Unemployed,160716,781,No,Yes,Denied,1317.36,0,4,
0194002,01512,01/25/2020,Student,119230,470,No,Yes,Denied,2441.88,2907,1,
0197710,00890,2020-05-13,Part-Time,190231,508,Yes,TRUE,Pending,7708.14,11679,4,.
0200029,00588,"August 03, 2022",Student,56100,647,No,FALSE,Pending,1862.4,1940,5,"Renewal case."
0202117,01171,12-07-2021,PT,170559,539,No,,Approved,1850.52,2203,5,n/a
0203006,00985,07-28-2024,Student,187424,,No,FALSE,Approved,1455.72,1733,2,N/A
0203441,01294,"May 16, 2022",Unemployed,102257,623,No,TRUE,Denied,1883.28,2242,3,"Applicant follow-up needed"
0204376,01611,10/05/2023,Part-Time,180679,,No,N,Approved,4625.04,5506,1,"docs expired"
0204793,00373,09/01/2024,Retired,132365,,Yes,,Denied,4920,8200,5,"docs expired"
0204948,00782,2021-02-19,Retired,101280,826,No,no,Approved,2185.92,3312,1,"Referred by agent."
0205143,00669,05/05/2020,Student,188629,605,Yes,FALSE,Approved,771.84,804,1,"Flagged for manual review."
0205513,01004,05/31/2022,Student,82900000,,No,Y,Pending,5247.36,5466,3,N/A
0205792,00879,30/01/2023,Part-Time,126864,713,Yes,No,Denied,532.2,887,2,"Missing bank statements."
0207068,01250,09-05-2022,Unemployed,204948,815,No,no,Withdrawn,3649.92,3802,1,"Applicant provided pay stubs."
0207263,01612,30/07/2021,Retired,215022,807,No,true,pending,2043.84,2129,5,n/a
0212326,00919,,Retired,233799,,No,Yes,Denied,773.64,921,2,"Applicant follow-up needed"
0212669,00635,08-15-2020,Retired,91293,825,No,TRUE,Approved,4214.28,5017,4,"Missing bank statements."
0214269,00848,01/31/2023,Full-Time,177616,824,No,,Approved,4599.66,5897,5,
0215127,01284,01/28/2020,Contract,33538,746,No,yes,Denied,4358.64,5588,1,n/a
0219335,00038,2022-03-25,Retired,154696,829,No,false,Approved,4979.52,5187,1,"Renewal case."
0221359,01788,07/04/2023,Full-Time,194479,804,Yes,Yes,Approved,2413.32,2873,3,"Renewal case."
0221969,00043,10-23-2021,Full-Time,25380,678,No,Y,Pending,1976.4,3294,4,"income verified via Plaid"
0223016,01291,09-29-2020,Student,74488,736,No,yes,Approved,1584.6,2641,4,"Missing bank statements."
0225310,00255,11-06-2023,Retired,62774,606,No,Yes,Approved,3070.2,3655,5,"Renewal case."
0227834,01753,11-15-2022,Self-Employed,212336,630,Yes,Y,Approved,2368.32,2467,1,"Co-signer pending review."
0228132,01284,28/07/2020,Retired,118348,714,No,false,Denied,5364.48,5588,1,"Renewal case."
0229894,01687,27/09/2020,Contract,183647,793,No,Y,Denied,2169,3615,1,"Applicant provided pay stubs."
0230456,00290,"October 22, 2024",Part-Time,183195,844,Yes,No,Denied,1294.8,1660,2,"Missing bank statements."
0231389,00737,"February 21, 2020",Retired,175859,720,No,,Approved,2811.6,4260,1,"Referred by agent."
0231613,01369,2023-12-26,Part-Time,152615,,No,No,"Under Review",1002.6,1671,2,.
0233008,00543,27/06/2020,Unemployed,25291,642,Yes,TRUE,Denied,1492.8,2488,3,"Flagged for manual review."
0234490,00634,2023-02-01,"Self Employed",90908,672,No,TRUE,Approved,1204.56,1434,1,n/a
0235005,01586,06/02/2021,Student,206049,740,No,,Pending,3695.34,5599,4,n/a
0237584,00333,03/12/2021,Unemployed,58707,,Yes,0,Denied,831,1385,2,
0237842,00170,23/02/2024,Contract,180039,807,No,No,Denied,4109.76,4281,5,
0238008,00644,02-10-2020,Full-Time,9272,397,Yes,FALSE,Approved,3450.24,3594,4,"Applicant provided pay stubs."
0238340,00749,08-30-2024,Unemployed,103912,524,No,N,Denied,2650.56,2761,5,"Flagged for manual review."
0238672,01766,07/09/2021,Unemployed,49567,686,No,1,Approved,4246.2,5055,1,
0240192,00221,15/02/2023,FT,91533,581,Yes,true,Approved,2997.12,3122,4,"Referred by agent."
0243152,01578,"December 27, 2020",Unemployed,119685,816,No,Yes,denied,5772.48,6872,2,N/A
0245293,00804,09-24-2023,Retired,90190,797,Yes,yes,Withdrawn,1894.2,3157,3,"Referred by agent."
0245728,00161,06/17/2023,Part-Time,205277,495,No,TRUE,Denied,2403.6,4006,2,n/a
0246025,00200,04/26/2024,Unemployed,224514,,No,no,Denied,2342.76,2789,4,"income verified via Plaid"
0246932,00963,01/07/2023,Part-Time,78716,798,No,Yes,Approved,572.22,867,3,
0247453,00510,"January 18, 2024",Unemployed,44144,762,No,No,Denied,1168.8,1948,4,"Applicant follow-up needed"
0247865,00312,2024-06-26,Self-Employed,221474,N/A,No,true,Pending,4027.2,4195,2,"income verified via Plaid"
0249173,01690,12/14/2023,Unemployed,169258,784,No,TRUE,Approved,1349.4,2249,5,"docs expired"
0249994,01712,27/10/2023,Self-Employed,30860,693,No,no,Pending,1038.6,1731,5,.
0250164,01021,"January 22, 2022",Full-Time,156700000,691,No,TRUE,Approved,1992.54,3019,4,"Applicant provided pay stubs."
0251694,01054,"April 27, 2020",Retired,120540,406,No,FALSE,Approved,1659.84,2128,1,"Applicant provided pay stubs."
0252094,01298,"October 07, 2024",Student,76932,772,No,Y,Approved,884.4,1340,5,.
0253498,01354,"December 22, 2022",Self-Employed,91915,357,No,No,Approved,1742.16,2074,2,N/A
0255712,00208,2023-09-10,Student,78063,698,No,Yes,Denied,511.8,853,1,"Missing bank statements."
0256787,00514,"November 09, 2021",Part-Time,149344,,No,no,Withdrawn,721.5,925,4,N/A
0258034,00153,30/04/2023,Retired,98135,701,No,N,Pending,2938.98,4453,3,N/A
0258195,01266,06-13-2023,Self-Employed,42903,772,Yes,1,Approved,1062.72,1107,1,"Referred by agent."
0258323,01258,11/04/2020,Contract,212085,693,No,No,Denied,1644.48,1713,2,N/A
0258711,01558,2023-01-23,Unemployed,115730,683,No,N,Approved,5439.84,6476,1,"income verified via Plaid"
0262313,01539,2023-07-07,Student,125977,N/A,No,,Pending,5910.96,8956,3,n/a
0262363,01182,"August 22, 2021",Part-Time,225082,749,Yes,false,Denied,3230.04,4894,5,"Renewal case."
0262735,00478,2023-06-28,Contract,246624,693,No,no,Denied,1814.4,3024,5,
0263955,00023,22/11/2024,Unemployed,180743,743,Yes,no,Approved,3488.64,3634,2,"income verified via Plaid"
0264931,01432,"February 13, 2021",Student,73026,303,No,Yes,"under review",4734.6,6070,5,"Applicant follow-up needed"
0268250,00499,"May 24, 2024",Contract,235520,823,Yes,yes,Denied,2050.8,3418,4,.
0268839,01766,08-29-2023,Contract,8224,,No,yes,Withdrawn,3033,5055,2,"Referred by agent."
0269168,00115,08/15/2024,Self-Employed,199273,588,Yes,N,Approved,4587.84,4779,2,"docs expired"
0272816,01304,2024-07-16,Full-Time,226472,796,No,No,Approved,7522.68,11398,5,N/A
0272865,00813,09-28-2023,Retired,80098,613,Yes,yes,denied,1809.6,2320,4,
0275265,00594,12-15-2023,Self-Employed,37781,524,No,1,"Under Review",1803.6,3006,3,n/a
0275595,00996,2022-12-01,Retired,201691,824,No,FALSE,Approved,5286.96,6294,2,N/A
0276409,01117,02/27/2022,Retired,27368,701,No,Yes,"Under Review",3110.4,3240,3,.
0278318,01472,12/19/2021,Contract,120755,606,Yes,yes,Approved,5756.52,6853,5,"Missing bank statements."
0278901,01255,,Contract,114422,,No,false,Approved,5635.5,7225,1,N/A
0281782,01422,01-23-2020,Unemployed,182240,671,No,false,Approved,2176.32,2267,1,"Missing bank statements."
0282101,01310,23/04/2024,Unemployed,184488,686,No,,Denied,2971.8,3810,3,.
0285699,01033,04/20/2021,Unemployed,56122,690,No,false,Approved,2732.16,2846,5,"Renewal case."
0285858,00953,08/18/2022,Full-Time,55729,768.0,No,FALSE,Withdrawn,2818.2,4270,1,"Missing bank statements."
0286087,00851,05/10/2023,Unemployed,173978,776,Yes,no,Denied,1533.48,1966,4,"income verified via Plaid"
0286096,00834,09-11-2023,Part-Time,107164,751,No,1,Approved,982.8,1260,5,n/a
0286739,00322,14/01/2024,Student,88367,782,No,Yes,Denied,3458.28,4117,4,"Applicant follow-up needed"
0288981,01364,06/06/2021,Unemployed,7838,766,Yes,N,Approved,4536.84,5401,1,n/a
0289080,00617,11/06/2022,Part-Time,83159,619.0,No,FALSE,Approved,1960.8,3268,4,"Renewal case."
0289530,00497,31/07/2022,Unemployed,180367,694,No,N,Denied,2233.44,3384,1,
0289739,00234,2024-03-22,Self-Employed,60772,593,No,N,Approved,2517.24,3814,5,"Missing bank statements."
0291638,00759,01/01/2021,Contract,316338,790,Yes,TRUE,Denied,4716.6,7861,4,"Referred by agent."
0292528,00229,2020-04-26,Contract,164893,740,No,N,Denied,1559.58,2363,5,"Co-signer pending review."
0297383,00935,27/02/2024,Self-Employed,176507,391,No,true,Denied,2325.84,3524,1,"Missing bank statements."
0297733,00863,08/14/2020,Unemployed,153995,,No,,Denied,1205.76,1256,3,n/a
0299364,00483,14/12/2024,Full-Time,172850,679,No,true,Denied,1528.32,1592,2,
0300771,01155,"January 14, 2023",Retired,46810,637,Yes,TRUE,Pending,1850.88,1928,2,"Flagged for manual review."
0300779,01315,07/22/2024,Student,133042,N/A,No,No,Pending,670.8,1118,2,"Co-signer pending review."
0301694,00898,08-09-2023,Full-Time,237949,829,No,FALSE,Approved,1209,2015,3,"Renewal case."
0302965,01789,07/16/2023,Full-Time,44713,,No,,Approved,2348.58,3011,3,"Renewal case."
0303769,00493,12-24-2020,Unemployed,179711,778,Yes,true,Approved,6987.12,8318,1,"Flagged for manual review."
0304245,01424,2022-07-30,Student,159174,767,No,true,"Under Review",1940.64,2488,3,"Flagged for manual review."
0305750,00777,04/05/2020,Part-Time,117523,607,No,0,Approved,1860.3,2385,4,"Applicant follow-up needed"
0305930,01245,2022-01-09,Self-Employed,185247,737,No,false,Pending,2088.24,3164,5,"Applicant provided pay stubs."
0306014,00690,2024-07-14,Unemployed,203962,N/A,No,1,Pending,887.04,1344,4,N/A
0308382,01558,10-17-2023,Unemployed,204870,729,No,N,Approved,4274.16,6476,1,
0309024,01718,29/05/2022,Unemployed,158015,,No,No,"Under Review",1702.08,1773,3,.
0309428,00453,11-25-2022,Unemployed,188825,801,No,0,Pending,1313.4,1990,5,
0310242,00050,19/05/2023,Unemployed,81538,814,No,no,Denied,4929.12,5868,1,"Missing bank statements."
0310716,01785,04/05/2023,Retired,105506,,No,true,Approved,4646.04,5531,2,
0312203,01084,"July 21, 2022",Unemployed,194248,784,No,No,Denied,1682.52,2003,2,"Flagged for manual review."
0313244,00185,"July 04, 2022",Unemployed,76047,806,No,TRUE,Approved,3555.24,4558,5,"Applicant follow-up needed"
0315567,00802,2020-06-26,Self-Employed,174747,688,Yes,no,Approved,2784.96,2901,1,.
0315753,00819,,Part-Time,4551,,No,No,Denied,4232.64,4409,4,"Missing bank statements."
0316339,01322,07/07/2020,Part-Time,59890,366,No,no,Pending,2881.32,3694,2,
0317030,00836,11/12/2020,Student,223899,777,No,TRUE,Pending,2920.5,4425,1,"Applicant provided pay stubs."
0320659,00058,2023-12-05,Full-Time,206900000,N/A,No,true,Approved,1064.58,0,4,"Missing bank statements."
0320823,00935,"September 03, 2023",Full-Time,88468,784,No,,Withdrawn,1671.6,2786,2,.
0321959,01561,06/25/2022,Full-Time,226668,703.0,Yes,false,Denied,2524.08,3236,5,"Applicant provided pay stubs."
0323342,01705,11/17/2023,Unemployed,119633,709,No,true,Pending,2477.16,2949,3,"Applicant follow-up needed"
0323390,01089,12-28-2024,Full-Time,251166,581,No,Yes,"Under Review",1840.44,2191,1,"Referred by agent."
0323395,01636,05/03/2023,Full-Time,218891,844,No,,Approved,11028.48,0,3,"Referred by agent."
0324271,00935,"January 22, 2020",Contract,230210,793,No,true,Withdrawn,2744.82,3519,4,"Missing bank statements."
0325774,01529,"March 31, 2021",Retired,160516,774,No,no,Approved,3550.56,4552,5,n/a
0326496,00728,24/05/2024,Full-Time,80668,624,Yes,yes,Approved,1353,2050,3,"docs expired"
0327247,00450,"June 22, 2020",Full-Time,47956,714,Yes,N,Approved,1341.6,0,2,"Referred by agent."
