app_id,property_id,app_date,employment_status,income,credit_score,previously_evicted,has_cosigner,approval_status,premium,monthly_rent,tenants,notes
72452,0843,2021-08-20,Full-Time,96593,697,Yes,Yes,Withdrawn,1117.74,1433,5,N/A
77457,1135,2020-01-04,Retired,158915,696,No,No,Approved,2251.20,2680,5,
77536,1622,2024-01-27,Retired,98912,478,No,Yes,Approved,1770.78,2683,3,Applicant provided pay stubs.
77608,0938,2022-11-06,Retired,157949,788,No,Yes,Approved,3348.00,5580,2,Renewal case.
78835,0135,2022-07-06,Part-Time,38929,731,Yes,Yes,Withdrawn,1298.64,1546,2,Missing bank statements.
78900,1277,2022-01-11,Part-Time,132759,624,No,No,Pending,1163.52,1212,3,
79698,1626,,Part-Time,129683,808,Yes,Yes,Approved,3760.68,4477,3,Co-signer pending review.
80054,1108,2023-01-02,Retired,67982,630,No,No,Approved,1906.80,2270,5,Renewal case.
84952,0183,2024-09-16,Full-Time,126775,732,No,No,Pending,6460.44,7691,2,income verified via Plaid
85446,1300,2023-12-12,Unemployed,225455,646,No,Yes,Under Review,3037.44,3616,5,Flagged for manual review.
85917,1054,18/04/2023,Student,88348,656,No,No,Pending,2042.88,2128,5,Referred by agent.
86395,0805,2022-10-21,Full-Time,179372,367,No,Yes,Approved,1257.30,1905,4,n/a
86589,0384,2021-08-06,Student,31675,760,Yes,Yes,Pending,4969.38,6371,5,.
88929,1531,2020-02-08,Full-Time,208788,618,No,Yes,Approved,1610.70,2065,2,n/a
89319,0329,2022-06-26,Contract,153876,733,Yes,No,Approved,1874.40,2840,3,docs expired
91589,1600,2021-12-11,Unemployed,163765,,No,Yes,Pending,1850.94,2373,2,Referred by agent.
93901,0506,2023-12-09,Part-Time,45964,608,No,No,Approved,1315.08,1686,3,Renewal case.
97465,0493,2021-07-09,Self-Employed,154533,537,Yes,Yes,Pending,6987.12,8318,3,
98074,0160,21/04/2023,Self-Employed,40504,781,No,No,Denied,894.60,1065,3,Applicant provided pay stubs.
98331,0599,2022-05-19,Retired,286252,672,No,No,Approved,923.34,1399,2,Referred by agent.
98763,1094,2020-08-22,Part-Time,85053,711,No,No,Denied,1433.88,1707,2,Applicant provided pay stubs.
99221,1237,2021-03-24,Full-Time,164591,814,No,No,Approved,932.88,1196,4,N/A
99521,1451,2021-08-06,Retired,164566,681,No,Yes,Denied,3500.28,4167,1,Applicant provided pay stubs.
101283,1067,2022-04-19,Contract,123836,691,Yes,Yes,Denied,1911.36,2896,3,n/a
102129,0020,2022-12-04,Full-Time,39954,605,No,Yes,Denied,4233.60,5040,4,Referred by agent.
102888,1448,2024-01-17,Self-Employed,21282,709,Yes,No,Denied,1903.44,2884,5,Renewal case.
103039,0145,2021-03-21,Unemployed,184496,830,Yes,No,Approved,520.80,868,4,.
104681,0031,2021-03-18,Part-Time,59925,,No,Yes,Under Review,3008.88,3582,1,docs expired
108314,1242,31/10/2024,Student,253626,825,No,Yes,Denied,3026.52,3603,3,Missing bank statements.
110697,1725,2021-09-10,Self-Employed,254073,799,No,Yes,Approved,8069.76,8406,3,Renewal case.
111153,0043,2024-08-05,Self-Employed,63750,609,No,Yes,Approved,2569.32,3294,1,N/A
112052,1495,2021-09-19,Self-Employed,87224,633,No,Yes,Approved,4537.26,5817,5,Applicant provided pay stubs.
113063,0004,22/12/2024,Self-Employed,51665,,No,No,Under Review,1454.04,1731,5,n/a
113191,1565,2022-07-04,Retired,197044,,No,No,Approved,3370.08,4012,2,Missing bank statements.
113530,1024,2024-11-29,Full-Time,222537,653,Yes,No,Approved,953.04,1444,2,Applicant provided pay stubs.
113555,0011,31/01/2020,Self-Employed,21950,835,No,Yes,Under Review,3956.70,5995,4,
117487,1229,2022-12-25,Retired,234431,832,No,No,Pending,6237.00,9450,2,
118720,1048,2021-08-02,Self-Employed,318849,778,No,No,Denied,4804.80,8008,3,docs expired
120737,0193,2022-01-04,Full-Time,169945,811,No,Yes,Under Review,1707.42,2189,3,Flagged for manual review.
125960,0650,2020-09-03,Full-Time,136835,725,No,No,Denied,1384.50,1775,2,Missing bank statements.
126094,1447,22/07/2023,Contract,197756,778,No,Yes,Approved,1154.88,1203,4,Renewal case.
126356,1400,15/05/2020,Contract,118769,745,No,No,Withdrawn,3766.56,4484,3,Applicant provided pay stubs.
126975,0572,2021-07-29,Self-Employed,213192,580,No,No,Under Review,1014.00,1300,3,Flagged for manual review.
126996,0187,,Student,137349,631,No,Yes,Approved,3682.56,3836,1,docs expired
128305,1368,,Full-Time,207100,733,No,No,Denied,2045.34,3099,4,n/a
129108,0109,19/03/2020,Retired,81159,655,No,Yes,Under Review,1184.04,1794,4,Flagged for manual review.
129591,1115,14/07/2021,Student,227905,651,No,No,Pending,3333.96,3969,4,N/A
131131,1321,2024-04-09,Retired,239168,509,No,Yes,Approved,2275.56,2709,3,Flagged for manual review.
131136,0229,2023-06-03,Full-Time,93093,401,No,No,Denied,1559.58,2363,1,Flagged for manual review.
132652,0218,2021-07-30,Contract,28471,809,No,Yes,Denied,2470.38,3743,2,N/A
132917,0092,2020-09-18,Part-Time,67954,484,Yes,Yes,Approved,2086.92,3162,5,.
133333,1253,2023-06-13,Self-Employed,141726,387,No,No,Approved,3552.12,5382,1,Referred by agent.
133448,0047,2022-04-23,Retired,145598,758,No,Yes,Pending,5220.48,5438,3,Applicant provided pay stubs.
133824,1788,2023-01-30,Student,101900,661,No,No,Approved,2413.32,2873,3,docs expired
135331,1373,2024-05-06,Part-Time,62578,701,No,No,Denied,712.92,914,1,income verified via Plaid
135394,0544,2022-02-06,Unemployed,141288,621,Yes,Yes,Withdrawn,1678.20,2797,5,N/A
136068,1487,2023-04-14,Student,228101,783,No,Yes,Denied,2588.04,3081,2,
139268,1606,2022-09-26,Part-Time,291216,779,No,Yes,Denied,3695.16,4399,4,Applicant follow-up needed
139886,0294,2020-05-06,Retired,175300,414,No,Yes,Under Review,3264.00,3400,1,Co-signer pending review.
140721,0487,2023-04-11,Student,27828,743,Yes,Yes,Approved,2027.76,2414,1,Missing bank statements.
141484,1630,26/10/2020,Student,150789,722,Yes,Yes,Approved,884.52,1134,2,Missing bank statements.
142441,0044,2022-08-14,Unemployed,65221,,No,No,Approved,6562.92,7813,4,Applicant provided pay stubs.
146250,1722,2024-01-28,Part-Time,204012,595,No,No,Approved,1010.40,1684,3,
147567,1330,2021-05-18,Full-Time,218954,661,No,Yes,Approved,759.00,1265,2,docs expired
147598,0116,2021-03-25,Unemployed,37154,686,No,No,Approved,3159.24,3761,1,
149225,0626,19/11/2024,Retired,100080,726,No,Yes,Approved,1911.36,1991,1,n/a
149420,1395,2024-10-19,Contract,142175,687,No,Yes,Approved,2294.16,3476,5,N/A
150507,1507,2021-03-16,Unemployed,278141,790,No,Yes,Denied,2498.16,2974,3,N/A
151498,0501,2021-02-27,Contract,46250,712,No,Yes,Approved,969.54,1469,2,
152406,0669,2023-07-22,Retired,236654,660,No,Yes,Pending,530.64,804,5,n/a
152599,0827,2024-06-13,Contract,70668,794,No,No,Withdrawn,2832.72,4292,2,docs expired
157105,0411,2022-07-05,Full-Time,214343,719,No,Yes,Approved,979.20,1020,5,income verified via Plaid
157323,0908,2021-07-22,Full-Time,125073,716,No,No,Approved,4617.60,4810,2,Applicant follow-up needed
157703,0930,26/08/2024,Unemployed,206267,613,No,No,Approved,2563.08,3286,4,n/a
157864,1791,2024-04-20,Part-Time,181970,714,No,Yes,Approved,3003.00,3575,1,Referred by agent.
159508,0549,2023-03-15,Full-Time,170052,770,Yes,No,Approved,1958.88,2968,3,docs expired
160038,0934,2020-12-03,Part-Time,179512,685,No,Yes,Approved,1213.08,1838,1,Missing bank statements.
160793,0503,2020-12-15,Full-Time,129847,675,No,No,Denied,3263.52,4184,4,Referred by agent.
169687,0118,,Retired,46981,586,No,Yes,Pending,4216.80,7028,3,.
169720,1071,2023-04-13,Self-Employed,223541,787,No,Yes,Approved,3295.68,3433,5,docs expired
170238,0413,19/03/2022,Part-Time,191032,692,No,Yes,Approved,6230.40,6490,3,Missing bank statements.
170623,0840,2022-01-30,Unemployed,165418,377,No,No,Denied,2169.18,2781,1,Referred by agent.
172144,0760,2023-05-21,Contract,98418,700,No,Yes,Denied,1201.86,1821,1,
175215,1385,2024-04-12,Retired,155826,347,Yes,No,Approved,865.20,0,1,.
175514,0690,2021-01-10,Contract,137620,594,No,Yes,Approved,1290.24,1344,3,N/A
180649,0074,2023-08-24,Self-Employed,776000,798,No,Yes,Denied,9555.84,9954,1,Co-signer pending review.
183217,1188,2022-10-04,Part-Time,209218,662,Yes,No,Approved,7519.20,12532,5,Applicant follow-up needed
185677,0755,2021-06-04,Unemployed,268437,644,No,No,Withdrawn,3675.60,6126,2,Applicant follow-up needed
186316,0389,,Unemployed,19113,797,No,Yes,Under Review,4840.08,5762,3,.
186324,1713,2022-06-03,Retired,92115,,No,No,Approved,5485.92,8312,1,docs expired
186643,1345,2022-08-11,Student,137004,693,Yes,No,Denied,3549.84,4226,1,
189700,0933,2023-07-20,Full-Time,223286,570,No,No,Approved,1033.20,0,1,Flagged for manual review.
191503,1434,2024-11-01,Full-Time,83961,317,No,No,Approved,6736.32,7017,3,Flagged for manual review.
192095,1597,2022-01-19,Unemployed,160716,781,No,Yes,Denied,1317.36,0,4,
194002,1512,2020-01-25,Student,119230,470,No,Yes,Denied,2441.88,2907,1,
197710,0890,2020-05-13,Part-Time,190231,508,Yes,Yes,Pending,7708.14,11679,4,.
200029,0588,2022-08-03,Student,56100,647,No,No,Pending,1862.40,1940,5,Renewal case.
202117,1171,2021-12-07,Part-Time,170559,539,No,No,Approved,1850.52,2203,5,n/a
203006,0985,2024-07-28,Student,187424,,No,No,Approved,1455.72,1733,2,N/A
203441,1294,2022-05-16,Unemployed,102257,623,No,Yes,Denied,1883.28,2242,3,Applicant follow-up needed
204376,1611,2023-10-05,Part-Time,180679,,No,No,Approved,4625.04,5506,1,docs expired
204793,0373,2024-09-01,Retired,132365,,Yes,No,Denied,4920.00,8200,5,docs expired
204948,0782,2021-02-19,Retired,101280,826,No,No,Approved,2185.92,3312,1,Referred by agent.
205143,0669,2020-05-05,Student,188629,605,Yes,No,Approved,771.84,804,1,Flagged for manual review.
205513,1004,2022-05-31,Student,829000,,No,Yes,Pending,5247.36,5466,3,N/A
205792,0879,30/01/2023,Part-Time,126864,713,Yes,No,Denied,532.20,887,2,Missing bank statements.
207068,1250,2022-09-05,Unemployed,204948,815,No,No,Withdrawn,3649.92,3802,1,Applicant provided pay stubs.
207263,1612,30/07/2021,Retired,215022,807,No,Yes,Pending,2043.84,2129,5,n/a
212326,0919,,Retired,233799,,No,Yes,Denied,773.64,921,2,Applicant follow-up needed
212669,0635,2020-08-15,Retired,91293,825,No,Yes,Approved,4214.28,5017,4,Missing bank statements.
214269,0848,2023-01-31,Full-Time,177616,824,No,No,Approved,4599.66,5897,5,
215127,1284,2020-01-28,Contract,33538,746,No,Yes,Denied,4358.64,5588,1,n/a
219335,0038,2022-03-25,Retired,154696,829,No,No,Approved,4979.52,5187,1,Renewal case.
221359,1788,2023-07-04,Full-Time,194479,804,Yes,Yes,Approved,2413.32,2873,3,Renewal case.
221969,0043,2021-10-23,Full-Time,25380,678,No,Yes,Pending,1976.40,3294,4,income verified via Plaid
223016,1291,2020-09-29,Student,74488,736,No,Yes,Approved,1584.60,2641,4,Missing bank statements.
225310,0255,2023-11-06,Retired,62774,606,No,Yes,Approved,3070.20,3655,5,Renewal case.
227834,1753,2022-11-15,Self-Employed,212336,630,Yes,Yes,Approved,2368.32,2467,1,Co-signer pending review.
228132,1284,28/07/2020,Retired,118348,714,No,No,Denied,5364.48,5588,1,Renewal case.
229894,1687,27/09/2020,Contract,183647,793,No,Yes,Denied,2169.00,3615,1,Applicant provided pay stubs.
230456,0290,2024-10-22,Part-Time,183195,844,Yes,No,Denied,1294.80,1660,2,Missing bank statements.
231389,0737,2020-02-21,Retired,175859,720,No,No,Approved,2811.60,4260,1,Referred by agent.
231613,1369,2023-12-26,Part-Time,152615,,No,No,Under Review,1002.60,1671,2,.
233008,0543,27/06/2020,Unemployed,25291,642,Yes,Yes,Denied,1492.80,2488,3,Flagged for manual review.
234490,0634,2023-02-01,Self-Employed,90908,672,No,Yes,Approved,1204.56,1434,1,n/a
235005,1586,2021-06-02,Student,206049,740,No,No,Pending,3695.34,5599,4,n/a
237584,0333,2021-03-12,Unemployed,58707,,Yes,No,Denied,831.00,1385,2,
237842,0170,23/02/2024,Contract,180039,807,No,No,Denied,4109.76,4281,5,
238008,0644,2020-02-10,Full-Time,9272,397,Yes,No,Approved,3450.24,3594,4,Applicant provided pay stubs.
238340,0749,2024-08-30,Unemployed,103912,524,No,No,Denied,2650.56,2761,5,Flagged for manual review.
238672,1766,2021-07-09,Unemployed,49567,686,No,Yes,Approved,4246.20,5055,1,
240192,0221,15/02/2023,Full-Time,91533,581,Yes,Yes,Approved,2997.12,3122,4,Referred by agent.
243152,1578,2020-12-27,Unemployed,119685,816,No,Yes,Denied,5772.48,6872,2,N/A
245293,0804,2023-09-24,Retired,90190,797,Yes,Yes,Withdrawn,1894.20,3157,3,Referred by agent.
245728,0161,2023-06-17,Part-Time,205277,495,No,Yes,Denied,2403.60,4006,2,n/a
246025,0200,2024-04-26,Unemployed,224514,,No,No,Denied,2342.76,2789,4,income verified via Plaid
246932,0963,2023-01-07,Part-Time,78716,798,No,Yes,Approved,572.22,867,3,
247453,0510,2024-01-18,Unemployed,44144,762,No,No,Denied,1168.80,1948,4,Applicant follow-up needed
247865,0312,2024-06-26,Self-Employed,221474,N/A,No,Yes,Pending,4027.20,4195,2,income verified via Plaid
249173,1690,2023-12-14,Unemployed,169258,784,No,Yes,Approved,1349.40,2249,5,docs expired
249994,1712,27/10/2023,Self-Employed,30860,693,No,No,Pending,1038.60,1731,5,.
250164,1021,2022-01-22,Full-Time,156700,691,No,Yes,Approved,1992.54,3019,4,Applicant provided pay stubs.
251694,1054,2020-04-27,Retired,120540,406,No,No,Approved,1659.84,2128,1,Applicant provided pay stubs.
252094,1298,2024-10-07,Student,76932,772,No,Yes,Approved,884.40,1340,5,.
253498,1354,2022-12-22,Self-Employed,91915,357,No,No,Approved,1742.16,2074,2,N/A
255712,0208,2023-09-10,Student,78063,698,No,Yes,Denied,511.80,853,1,Missing bank statements.
256787,0514,2021-11-09,Part-Time,149344,,No,No,Withdrawn,721.50,925,4,N/A
258034,0153,30/04/2023,Retired,98135,701,No,No,Pending,2938.98,4453,3,N/A
258195,1266,2023-06-13,Self-Employed,42903,772,Yes,Yes,Approved,1062.72,1107,1,Referred by agent.
258323,1258,2020-11-04,Contract,212085,693,No,No,Denied,1644.48,1713,2,N/A
258711,1558,2023-01-23,Unemployed,115730,683,No,No,Approved,5439.84,6476,1,income verified via Plaid
262313,1539,2023-07-07,Student,125977,N/A,No,No,Pending,5910.96,8956,3,n/a
262363,1182,2021-08-22,Part-Time,225082,749,Yes,No,Denied,3230.04,4894,5,Renewal case.
262735,0478,2023-06-28,Contract,246624,693,No,No,Denied,1814.40,3024,5,
263955,0023,22/11/2024,Unemployed,180743,743,Yes,No,Approved,3488.64,3634,2,income verified via Plaid
264931,1432,2021-02-13,Student,73026,303,No,Yes,Under Review,4734.60,6070,5,Applicant follow-up needed
268250,0499,2024-05-24,Contract,235520,823,Yes,Yes,Denied,2050.80,3418,4,.
268839,1766,2023-08-29,Contract,8224,,No,Yes,Withdrawn,3033.00,5055,2,Referred by agent.
269168,0115,2024-08-15,Self-Employed,199273,588,Yes,No,Approved,4587.84,4779,2,docs expired
272816,1304,2024-07-16,Full-Time,226472,796,No,No,Approved,7522.68,11398,5,N/A
272865,0813,2023-09-28,Retired,80098,613,Yes,Yes,Denied,1809.60,2320,4,
275265,0594,2023-12-15,Self-Employed,37781,524,No,Yes,Under Review,1803.60,3006,3,n/a
275595,0996,2022-12-01,Retired,201691,824,No,No,Approved,5286.96,6294,2,N/A
276409,1117,2022-02-27,Retired,27368,701,No,Yes,Under Review,3110.40,3240,3,.
278318,1472,2021-12-19,Contract,120755,606,Yes,Yes,Approved,5756.52,6853,5,Missing bank statements.
278901,1255,,Contract,114422,,No,No,Approved,5635.50,7225,1,N/A
281782,1422,2020-01-23,Unemployed,182240,671,No,No,Approved,2176.32,2267,1,Missing bank statements.
282101,1310,23/04/2024,Unemployed,184488,686,No,No,Denied,2971.80,3810,3,.
285699,1033,2021-04-20,Unemployed,56122,690,No,No,Approved,2732.16,2846,5,Renewal case.
285858,0953,2022-08-18,Full-Time,55729,768,No,No,Withdrawn,2818.20,4270,1,Missing bank statements.
286087,0851,2023-05-10,Unemployed,173978,776,Yes,No,Denied,1533.48,1966,4,income verified via Plaid
286096,0834,2023-09-11,Part-Time,107164,751,No,Yes,Approved,982.80,1260,5,n/a
286739,0322,14/01/2024,Student,88367,782,No,Yes,Denied,3458.28,4117,4,Applicant follow-up needed
288981,1364,2021-06-06,Unemployed,7838,766,Yes,No,Approved,4536.84,5401,1,n/a
289080,0617,2022-11-06,Part-Time,83159,619,No,No,Approved,1960.80,3268,4,Renewal case.
289530,0497,31/07/2022,Unemployed,180367,694,No,No,Denied,2233.44,3384,1,
289739,0234,2024-03-22,Self-Employed,60772,593,No,No,Approved,2517.24,3814,5,Missing bank statements.
291638,0759,2021-01-01,Contract,316338,790,Yes,Yes,Denied,4716.60,7861,4,Referred by agent.
292528,0229,2020-04-26,Contract,164893,740,No,No,Denied,1559.58,2363,5,Co-signer pending review.
297383,0935,27/02/2024,Self-Employed,176507,391,No,Yes,Denied,2325.84,3524,1,Missing bank statements.
297733,0863,2020-08-14,Unemployed,153995,,No,No,Denied,1205.76,1256,3,n/a
299364,0483,14/12/2024,Full-Time,172850,679,No,Yes,Denied,1528.32,1592,2,
300771,1155,2023-01-14,Retired,46810,637,Yes,Yes,Pending,1850.88,1928,2,Flagged for manual review.
300779,1315,2024-07-22,Student,133042,N/A,No,No,Pending,670.80,1118,2,Co-signer pending review.
301694,0898,2023-08-09,Full-Time,237949,829,No,No,Approved,1209.00,2015,3,Renewal case.
302965,1789,2023-07-16,Full-Time,44713,,No,No,Approved,2348.58,3011,3,Renewal case.
303769,0493,2020-12-24,Unemployed,179711,778,Yes,Yes,Approved,6987.12,8318,1,Flagged for manual review.
304245,1424,2022-07-30,Student,159174,767,No,Yes,Under Review,1940.64,2488,3,Flagged for manual review.
305750,0777,2020-04-05,Part-Time,117523,607,No,No,Approved,1860.30,2385,4,Applicant follow-up needed
305930,1245,2022-01-09,Self-Employed,185247,737,No,No,Pending,2088.24,3164,5,Applicant provided pay stubs.
306014,0690,2024-07-14,Unemployed,203962,N/A,No,Yes,Pending,887.04,1344,4,N/A
308382,1558,2023-10-17,Unemployed,204870,729,No,No,Approved,4274.16,6476,1,
309024,1718,29/05/2022,Unemployed,158015,,No,No,Under Review,1702.08,1773,3,.
309428,0453,2022-11-25,Unemployed,188825,801,No,No,Pending,1313.40,1990,5,
310242,0050,19/05/2023,Unemployed,81538,814,No,No,Denied,4929.12,5868,1,Missing bank statements.
310716,1785,2023-04-05,Retired,105506,,No,Yes,Approved,4646.04,5531,2,
312203,1084,2022-07-21,Unemployed,194248,784,No,No,Denied,1682.52,2003,2,Flagged for manual review.
313244,0185,2022-07-04,Unemployed,76047,806,No,Yes,Approved,3555.24,4558,5,Applicant follow-up needed
315567,0802,2020-06-26,Self-Employed,174747,688,Yes,No,Approved,2784.96,2901,1,.
315753,0819,,Part-Time,4551,,No,No,Denied,4232.64,4409,4,Missing bank statements.
316339,1322,2020-07-07,Part-Time,59890,366,No,No,Pending,2881.32,3694,2,
317030,0836,2020-11-12,Student,223899,777,No,Yes,Pending,2920.50,4425,1,Applicant provided pay stubs.
320659,0058,2023-12-05,Full-Time,206900,N/A,No,Yes,Approved,1064.58,0,4,Missing bank statements.
320823,0935,2023-09-03,Full-Time,88468,784,No,No,Withdrawn,1671.60,2786,2,.
321959,1561,2022-06-25,Full-Time,226668,703,Yes,No,Denied,2524.08,3236,5,Applicant provided pay stubs.
323342,1705,2023-11-17,Unemployed,119633,709,No,Yes,Pending,2477.16,2949,3,Applicant follow-up needed
323390,1089,2024-12-28,Full-Time,251166,581,No,Yes,Under Review,1840.44,2191,1,Referred by agent.
323395,1636,2023-05-03,Full-Time,218891,844,No,No,Approved,11028.48,0,3,Referred by agent.
324271,0935,2020-01-22,Contract,230210,793,No,Yes,Withdrawn,2744.82,3519,4,Missing bank statements.
325774,1529,2021-03-31,Retired,160516,774,No,No,Approved,3550.56,4552,5,n/a
326496,0728,24/05/2024,Full-Time,80668,624,Yes,Yes,Approved,1353.00,2050,3,docs expired
327247,0450,2020-06-22,Full-Time,47956,714,Yes,No,Approved,1341.60,0,2,Referred by agent.
328439,1297,2022-08-01,Retired,52063,781,No,No,Approved,1014.00,1300,3,income verified via Plaid
330969,0030,2020-02-04,Contract,63115,637,Yes,Yes,Approved,2604.84,3101,4,N/A
331714,0980,26/11/2024,Retired,170891,720,No,No,Under Review,1092.96,1656,1,docs expired
331731,1176,,Full-Time,68033,,Yes,No,Approved,1193.28,1808,4,income verified via Plaid
333994,1327,2023-01-29,Self-Employed,15605,347,No,Yes,Denied,1935.00,3225,5,n/a
334707,0851,2024-12-17,Full-Time,77918,749,No,No,Approved,1887.36,1966,2,income verified via Plaid
334724,1131,2020-02-25,Self-Employed,20049,587,Yes,No,Approved,1604.16,1671,1,n/a
336165,0925,2023-04-29,Contract,153347,,No,No,Approved,1831.50,2775,5,Flagged for manual review.
336594,0772,2022-04-19,Unemployed,160270,712,No,Yes,Withdrawn,1692.24,2564,1,Flagged for manual review.
337603,0185,2022-04-05,Part-Time,308384,624,Yes,Yes,Pending,3008.28,4558,4,
337667,0980,2020-05-11,Full-Time,186121,497,Yes,Yes,Pending,1092.96,1656,2,Applicant follow-up needed
